Sort_Key,Translate,Resort,Century,Quatrain,Merged_Line,Line,Couplet,French,English,
1002904,From the sea the enemies soon reach the walls.,7,1,29,2,4,B,Par mer aux murs bien tost les ennemys.,From the sea the enemies soon reach the walls.,
2002901,"The Easterner will leave his seat,",8,2,29,1,1,A,"L'oriental sortira de son siege,","The Easterner will leave his seat,",
2002902,To pass the Apennine mountains to see Gaul:,8,2,29,1,2,B,"Passer les monts Apennins, voir la Gaule,",To pass the Apennine mountains to see Gaul:,
2002903,"He will transpire the sky, the waters and the snow,",8,2,29,2,3,A,Transpercera du ciel les eaux & neiges,"He will transpire the sky, the waters and the snow,",
2002904,And everyone will be struck with his rod.,8,2,29,2,4,B,En vn chacun frappera de sa gaule.,And everyone will be struck with his rod.,
3002901,The two nephews brought up in diverse places:,9,3,29,1,1,A,"Les deux ne pueux en diuers lieux nour ris,",The two nephews brought up in diverse places:,
3002902,"Naval battle, land, fathers fallen:",9,3,29,1,2,B,"Nauale pugne, terre pierres tombees","Naval battle, land, fathers fallen:",
3002903,They will come to be elevated very high in making war,9,3,29,2,3,A,"Viendront si haut esleué enguerris,",They will come to be elevated very high in making war,
3002904,"To avenge the injury, enemies succumbed.",9,3,29,2,4,B,Venger l'iniure ennemys succombez.,"To avenge the injury, enemies succumbed.",
4002901,The Sun hidden eclipsed by Mercury,10,4,29,1,1,A,"Le Sol caché ecclipsé par Mercure,",The Sun hidden eclipsed by Mercury,
4002902,Will be placed only second in the sky:,10,4,29,1,2,B,Ne sera mis que pour le ciel fecond :,Will be placed only second in the sky:,
4002903,"Of Vulcan Hermes will be made into food,",10,4,29,2,3,A,"De Vulcan Hermes sera faite pasture,","Of Vulcan Hermes will be made into food,",
4002904,"The Sun will be seen pure, glowing red and golden.",10,4,29,2,4,B,Slo sera veu pur rutilant & blond.,"The Sun will be seen pure, glowing red and golden.",
5002901,"Liberty will not be recovered,",11,5,29,1,1,A,"La liberté ne sera recouurée,","Liberty will not be recovered,",
5002902,"A proud, villainous, wicked black one will occupy it,",11,5,29,1,2,B,L'occupera noir fier vilain inique :,"A proud, villainous, wicked black one will occupy it,",
5002903,"When the matter of the bridge will be opened,",11,5,29,2,3,A,"Quant la matiere du pont sera ouurée,","When the matter of the bridge will be opened,",
5002904,The republic of Venice vexed by the Danube.,11,5,29,2,4,B,"D'Hister, Venise faschée la republique.",The republic of Venice vexed by the Danube.,
6002901,"The saintly widow hearing the news,",12,6,29,1,1,A,"La vefue saincte entendant les nouuelles,","The saintly widow hearing the news,",
6002902,Of her offspring placed in perplexity and trouble:,12,6,29,1,2,B,"De ses rameaux mis en perplex & trouble,",Of her offspring placed in perplexity and trouble:,
6002903,"He who will be instructed to appease the quarrels,",12,6,29,2,3,A,"Qui sera duict appaiser les querelles,","He who will be instructed to appease the quarrels,",
6002904,He will pile them up by his pursuit of the shaven heads.,12,6,29,2,4,B,Par son pourchas des razes fera comble.,He will pile them up by his pursuit of the shaven heads.,
7003001,"The sack approaches, fire and great bloodshed.",1,7,30,1,1,A,"Le sac s'approche, feu, grand song espandu,","The sack approaches, fire and great bloodshed.",
7003002,"Po the great rivers, the enterprise for the clowns;",1,7,30,1,2,B,"Po, grand fleuues, aux bouuiers l'entreprinse,","Po the great rivers, the enterprise for the clowns;",
7003003,"after a long wait from Genoa and Nice,",1,7,30,2,3,A,"De Gennes, Nice, apres long attendu,","after a long wait from Genoa and Nice,",
7003004,"Fossano, Turin the capture at Savigliano.",1,7,30,2,4,B,"Foussan, Turin, à Sauillan la prinse.","Fossano, Turin the capture at Savigliano.",
8003001,"In Toulouse, not far from Beluzer",2,8,30,1,1,A,Dedans Tholose non loing de Beluzer,"In Toulouse, not far from Beluzer",
8003002,"making a deep pit a palace of spectacle,",2,8,30,1,2,B,"Faisant vn puis loing, palais d'espectacle","making a deep pit a palace of spectacle,",
8003003,the treasure found will come to vex everyone,2,8,30,2,3,A,"Thresor trouué vn chacun ira vexer,",the treasure found will come to vex everyone,
8003004,in two places and near the Basacle.,2,8,30,2,4,B,Et en deux locs tout & prés des vesacle.,in two places and near the Basacle.,
9003001,"At the port of Pola and of San Nicolo,",3,9,30,1,1,A,"Au port de Pvola & de sainct Nicolas,","At the port of Pola and of San Nicolo,",
9003002,A Normand will punish in the Gulf of Quarnero:,3,9,30,1,2,B,Peril Normande au goulfre Phanatique,A Normand will punish in the Gulf of Quarnero:,
9003003,"Capet to cry alas in the streets of Byzantium,",3,9,30,2,3,A,"Cap. de Bisance rues crier helas,","Capet to cry alas in the streets of Byzantium,",
9003004,Help from Cadiz and the great Philip.,3,9,30,2,4,B,Secors de Gaddes & du grand Philippique.,Help from Cadiz and the great Philip.,
10003001,"Nephew and blood of the new saint come,",4,10,30,1,1,A,"Nepueu & sang du sainct nouueau venu,","Nephew and blood of the new saint come,",
10003002,Through the surname he will sustain arches and roof:,4,10,30,1,2,B,Par le surnom soustient arcs & couuert,Through the surname he will sustain arches and roof:,
10003003,"They will be driven out put to death chased nude,",4,10,30,2,3,A,"Seront chassez mis à mort chassez nu,","They will be driven out put to death chased nude,",
10003004,Into red and black will they convert their green.,4,10,30,2,4,B,En rouge & noir conuertiront leur vert.,Into red and black will they convert their green.,
11003001,"In a short while the Physician of the great disease,",5,11,30,1,1,A,"Dans peu de temps Medecin du grand mal,","In a short while the Physician of the great disease,",
11003002,"And the leech of the unequal rank and order,",5,11,30,1,2,A,"Et la ƒangƒue d'ordre tant inegal,","And the leech of the unequal rank and order,",
11003003,"They will set fire to the Olive branch,",5,11,30,2,3,B,"Mettront le feu à la branche d'Oliue,","They will set fire to the Olive branch,",
11003004,"Post running, from one side and another,",5,11,30,3,4,C,"Poƒte courir, d'vn & d'autre coƒté,","Post running, from one side and another,",
11003005,"And by means of such fire their Empire approached,",5,11,30,3,5,C,"Et par tel feu leur Empire accoƒté,","And by means of such fire their Empire approached,",
11003006,Being rekindled by the Frank saliva finished.,5,11,30,2,6,B,Se r'alumant du franc finy ƒaliue.,Being rekindled by the Frank saliva finished.,
12003001,#VALUE!,6,12,30,1,1,A,,,
12003002,#VALUE!,6,12,30,1,2,B,,,
12003003,#VALUE!,6,12,30,2,3,A,,,
12003004,#VALUE!,6,12,30,2,4,B,,,
1003001,Because of the storm at sea the foreign ship,7,1,30,1,1,A,La nef estrange par le tourment marin,Because of the storm at sea the foreign ship,
1003002,will approach an unknown port.,7,1,30,1,2,B,"Abordera pres de port incogneu,",will approach an unknown port.,
1003003,"Notwithstanding the signs of the palm branches,",7,1,30,2,3,A,"Nonobstant signes du rameau palmerin,","Notwithstanding the signs of the palm branches,",
1003004,afterwards there is death and pillage. Good advice comes too late.,7,1,30,2,4,B,"Apres mort, pille, bon auis tard venu.",afterwards there is death and pillage. Good advice comes too late.,
2003001,One who the infernal gods of Hannibal,8,2,30,1,1,A,Vn qui les dieux d'Annibal infernaux,One who the infernal gods of Hannibal,
2003002,"Will cause to be reborn, terror of mankind",8,2,30,1,2,B,Fera renaistre effrayeur des humains,"Will cause to be reborn, terror of mankind",
2003003,Never more horror nor worse of days,8,2,30,2,3,A,"Oncq plus d'horreur, ne plus pire iournaux",Never more horror nor worse of days,
2003004,In the past than will come to the Romans through Babel.,8,2,30,2,4,B,Qu'aduint viendra par Babel aux Romains.,In the past than will come to the Romans through Babel.,
3003001,He who during the struggle with steel in the deed of war,9,3,30,1,1,A,"Celuy qu'en luitte & fer au fait bellique,",He who during the struggle with steel in the deed of war,
3003002,Will have carried off the prize from on greater than he:,9,3,30,1,2,B,Aura porté plus grand que luy le pris :,Will have carried off the prize from on greater than he:,
3003003,"By night six will carry the grudge to his bed,",9,3,30,2,3,A,"De nuit au lit fix luy feront la pique,","By night six will carry the grudge to his bed,",
3003004,Without armor he will surprised suddenly.,9,3,30,2,4,B,Nud sans harnois subit sera surprins.,Without armor he will surprised suddenly.,
4003001,"Eleven more times the Moon the Sun will not want,",10,4,30,1,1,A,"Plus vnze fois Luna Sol ne voudra,","Eleven more times the Moon the Sun will not want,",
4003002,All raised and lowered by degree:,10,4,30,1,2,B,Tous augmentez & baissez de degré :,All raised and lowered by degree:,
4003003,And put so low that one will stitch little gold:,10,4,30,2,3,A,"Et si bas mis que peu or on coudra,",And put so low that one will stitch little gold:,
4003004,"Such that after famine plague, the secret uncovered.",10,4,30,2,4,B,"Qu'apres faim, peste, decouuert le secret.","Such that after famine plague, the secret uncovered.",
5003001,All around the great city,11,5,30,1,1,A,"Tout à l'entour de la grande cité,",All around the great city,
5003002,Soldiers will be lodged throughout the fields and towns:,11,5,30,1,2,B,"Seront soldats logez par champs & ville,",Soldiers will be lodged throughout the fields and towns:,
5003003,"To give the assault Paris, Rome incited,",11,5,30,2,3,A,"Donner l'assaut Paris, Rome incité,","To give the assault Paris, Rome incited,",
5003004,Then upon the bridge great pillage will be carried out.,11,5,30,2,4,B,"Sur le pont lors sera faite grand pille,",Then upon the bridge great pillage will be carried out.,
6003001,"Through the appearance of the feigned sanctity,",12,6,30,1,1,A,"Par l'apparence de saincte saincteté,","Through the appearance of the feigned sanctity,",
6003002,The siege will be betrayed to the enemies:,12,6,30,1,2,B,"Sera trahy aux ennemis le siege,",The siege will be betrayed to the enemies:,
6003003,"In the night when they trusted to sleep in safety,",12,6,30,2,3,A,"Nuict qu'on cuidoit dormir en seureté,","In the night when they trusted to sleep in safety,",
6003004,Near Brabant will march those of Liège.,12,6,30,2,4,B,Pres de Braban marcheront ceux du Liege.,Near Brabant will march those of Liège.,
7003101,From Languedoc and Guienne more than ten,1,7,31,1,1,A,"De Languedoc, & Guienne plus de dix,",From Languedoc and Guienne more than ten,
7003102,thousand will want to cross the Alps again.,1,7,31,1,2,B,Mille voudront les Alpes repasser :,thousand will want to cross the Alps again.,
7003103,"The great Savoyards march against Brindisi,",1,7,31,2,3,A,"Grans Allobroges marcher contre Brundis,","The great Savoyards march against Brindisi,",
7003104,Aquino and Bresse will come to drive them back.,1,7,31,2,4,B,A quin & Bresse les viendront recasser.,Aquino and Bresse will come to drive them back.,
8003101,"The first great fruit of the prince of Perchiera,",2,8,31,1,1,A,Premier grand fruict le Prince de Pesquiere :,"The first great fruit of the prince of Perchiera,",
8003102,then will come a cruel and wicked man.,2,8,31,1,2,B,"Mais puis viendra bien & cruel malin,",then will come a cruel and wicked man.,
8003103,"In Venice he will lose his proud glory,",2,8,31,2,3,A,"Dedans Venise perdra sa gloire fiere,","In Venice he will lose his proud glory,",
8003104,and is led into evil by then younger Selin.,2,8,31,2,4,B,Et mis à mal par plus ioyue Celin.,and is led into evil by then younger Selin.,
9003101,Dans temple à Pasques abysmes enfondrez.,3,9,31,1,1,A,"Le tremblement de terre à Mortara,",Dans temple à Pasques abysmes enfondrez.,
9003102,The tin island of St. George half sunk;,3,9,31,1,2,B,"Cassich sainct Georges à demy perfondrez,",The tin island of St. George half sunk;,
9003103,"Drowsy with peace, war will arise,",3,9,31,2,3,A,"Paix assoupie, la guerre esueillera,","Drowsy with peace, war will arise,",
9003104,At Easter in the temple abysses opened.,3,9,31,2,4,B,Dans temple à Pasques abysmes enfondrez.,At Easter in the temple abysses opened.,
10003101,"The Holy Empire will come into Germany,",4,10,31,1,1,A,"Le sainct empire viendra en Germanie,","The Holy Empire will come into Germany,",
10003102,The Ishmaelites will find open places:,4,10,31,1,2,B,Ismaëlites trouueront lieux ouuerts.,The Ishmaelites will find open places:,
10003103,"The asses will want also Carmania,",4,10,31,2,3,A,"Anes voudront aussi la Carmanie,","The asses will want also Carmania,",
10003104,The supporters all covered by earth.,4,10,31,2,4,B,Les soustenans de terre tous couuerts.,The supporters all covered by earth.,
11003101,"He who has overcome the hazards,",5,11,31,1,1,A,"Celuy qui ales hazards ƒurmenté,","He who has overcome the hazards,",
11003102,"Who has ne'er dreaded sword, fire, water,",5,11,31,1,2,A,"Qui fer feu, eau n'a iamais redouté,","Who has ne'er dreaded sword, fire, water,",
11003103,"And of the country very close to Toulouse,",5,11,31,2,3,B,"Et du pays bien proche de Baƒacle,","And of the country very close to Toulouse,",
11003104,"By a blow of steel the entire world astonished,",5,11,31,3,4,C,"D'vn coup de fer tout le monde eƒtonné,","By a blow of steel the entire world astonished,",
11003105,"Strangely given by the Crocodile,",5,11,31,3,5,C,"Par Crocodil eƒtrangement donné,","Strangely given by the Crocodile,",
11003106,People delighted to see such a spectacle.,5,11,31,2,6,B,Peuple rauy de voir vn tel ƒpe¢tacle.,People delighted to see such a spectacle.,
12003101,#VALUE!,6,12,31,1,1,A,,,
12003102,#VALUE!,6,12,31,1,2,B,,,
12003103,#VALUE!,6,12,31,2,3,A,,,
12003104,#VALUE!,6,12,31,2,4,B,,,
1003101,The wars in France will last for so many years,7,1,31,1,1,A,"Tant d'ans les guerres, en Gaule dureront",The wars in France will last for so many years,
1003102,beyond the reign of the Castulon kings.,7,1,31,1,2,B,"Outre la course du Castulon Monarque,",beyond the reign of the Castulon kings.,
1003103,"An uncertain victory will crown three great ones,",7,1,31,2,3,A,Victoire incerte trois grands courouneront,"An uncertain victory will crown three great ones,",
1003104,"the Eagle, the Cock, the Moon, the Lion, the Sun in its house.",7,1,31,2,4,B,"Aigle, Coq, Lune, Lyon, Soleil en marque.","the Eagle, the Cock, the Moon, the Lion, the Sun in its house.",
2003101,In Campania the Capuan [river] will do so much,8,2,31,1,1,A,En campagne Cassilin fera tant,In Campania the Capuan [river] will do so much,
2003102,That one will see only fields covered by waters:,8,2,31,1,2,B,Qu'on ne verra que d'eau les champs couuerts,That one will see only fields covered by waters:,
2003103,Before and after the long rain,8,2,31,2,3,A,"Deuant, apres, la pluye de long temps",Before and after the long rain,
2003104,One will see nothing green except the trees.,8,2,31,2,4,B,Hors mis les arbres rien l'on verra de vert.,One will see nothing green except the trees.,
3003101,"On the field of Media, of Arabia and of Armenia",9,3,31,1,1,A,"Aux champs de Mede, d'Arabe & d'armenie","On the field of Media, of Arabia and of Armenia",
3003102,Two great armies will assemble thrice:,9,3,31,1,2,B,Deux grands copies trois fois s'assembleront :,Two great armies will assemble thrice:,
3003103,"The host near the bank of the Araxes,",9,3,31,2,3,A,"Pres du riuage d'Araxes la mesnie,","The host near the bank of the Araxes,",
3003104,They will fall in the land of the great Suleiman.,9,3,31,2,4,B,Du grand Soliman en terre tomberont.,They will fall in the land of the great Suleiman.,
4003101,"The Moon in the full of night over the high mountain,",10,4,31,1,1,A,La lune au plain de nuict sur le haut mont,"The Moon in the full of night over the high mountain,",
4003102,The new sage with a lone brain sees it:,10,4,31,1,2,B,"Le nouueau sophe d'vn seul cerueau l'a veu,",The new sage with a lone brain sees it:,
4003103,"By his disciples invited to be immortal,",10,4,31,2,3,A,"Par ses disciples estre immortel semond,","By his disciples invited to be immortal,",
4003104,"Eyes to the south. Hands in bosoms, bodies in the fire.",10,4,31,2,4,B,"Yeux au midy, en sens mains corps au feu.","Eyes to the south. Hands in bosoms, bodies in the fire.",
5003101,"Through the Attic land fountain of wisdom,",11,5,31,1,1,A,"Ou tout bon est tout bien Soleil & Lune,","Through the Attic land fountain of wisdom,",
5003102,At present the rose of the world:,11,5,31,1,2,B,"Est abondant sa ruyne s'approche,",At present the rose of the world:,
5003103,"The bridge ruined, and its great pre-eminence",11,5,31,2,3,A,"Du ciel s'aduance vaner ta fortune,","The bridge ruined, and its great pre-eminence",
5003104,"Will be subjected, a wreck amidst the waves.",11,5,31,2,4,B,En mesme que la septiesme roche.,"Will be subjected, a wreck amidst the waves.",
6003101,The King will find that which he desired so much,12,6,31,1,1,A,"Roy trouuera ce qu'il desiroit tant,",The King will find that which he desired so much,
6003102,When the Prelate will be blamed unjustly:,12,6,31,1,2,B,Quand le Prelat sera reprins à tort :,When the Prelate will be blamed unjustly:,
6003103,"His reply to the Duke will leave him dissatisfied,",12,6,31,2,3,A,"Responce au duc le rendra mal content,","His reply to the Duke will leave him dissatisfied,",
6003104,He who in Milan will put several to death.,12,6,31,2,4,B,Qui dans Milan mettra plusieurs à mort.,He who in Milan will put several to death.,
7003201,From the bank of Montereale will be born one,1,7,32,1,1,A,"Du mont Royal naistra d'vne casane,",From the bank of Montereale will be born one,
7003202,who bores and calculates becoming a tyrant.,1,7,32,1,2,B,"Qui caue, & compte viendra tyranniser,",who bores and calculates becoming a tyrant.,
7003203,"To raise a force in the marches of Milan,",1,7,32,2,3,A,"Dresser copie de la marche Millane,","To raise a force in the marches of Milan,",
7003204,to drain Faenza and Florence of gold and men,1,7,32,2,4,B,"Fauene, Florence d'or & gens espuiser.",to drain Faenza and Florence of gold and men,
8003201,"French king, beware of your nephew",2,8,32,1,1,A,"Garde toy roy Gaulois de ton nepueu,","French king, beware of your nephew",
8003202,who will do so much that your only son,2,8,32,1,2,B,Qui fera tant que ton vnique fils,who will do so much that your only son,
8003203,will be murdered while making his vows to Venus;,2,8,32,2,3,A,"Sera meurtry à Venus faisant vœu,",will be murdered while making his vows to Venus;,
8003204,accompanied at night by three and six.,2,8,32,2,4,B,Accompagné denuict que trois & six.,accompanied at night by three and six.,
9003201,"A deep column of fine porphyry is found,",3,9,32,1,1,A,De fin porphire profond collon trouuée,"A deep column of fine porphyry is found,",
9003202,Inscriptions of the Capitol under the base;,3,9,32,1,2,B,Dessous la laze escripts capitolin :,Inscriptions of the Capitol under the base;,
9003203,"Bones, twisted hair, the Roman strength tried,",3,9,32,2,3,A,"Os poil retors Romain force prouuée,","Bones, twisted hair, the Roman strength tried,",
9003204,The fleet is stirred at the harbor of Mitylene.,3,9,32,2,4,B,Classe agiter au port de Methelin.,The fleet is stirred at the harbor of Mitylene.,
10003201,"The great empire, everyone would be of it,",4,10,32,1,1,A,"Le grand empire chacun an deuoit estre,","The great empire, everyone would be of it,",
10003202,One will come to obtain it over the others:,4,10,32,1,2,B,"Vn sur les autres le viendra obtenir,",One will come to obtain it over the others:,
10003203,"But his realm and state will be of short duration,",4,10,32,2,3,A,"Mais peu de temps sera son regne & estre,","But his realm and state will be of short duration,",
10003204,Two years will he be able to maintain himself on the sea.,4,10,32,2,4,B,Deux ans aux naues se pourra soustenir.,Two years will he be able to maintain himself on the sea.,
11003201,"Wine in abundance, cery good for the troops,",5,11,32,1,1,A,"Vin à foiƒon, tres-bon pour les genƒdarmes,","Wine in abundance, cery good for the troops,",
11003202,"Tears and sighs, complaints, groans and alarm",5,11,32,1,2,A,"Pleurs & ƒouƒpirs, plaintes, cris & allarmes,","Tears and sighs, complaints, groans and alarm",
11003203,The Sky will cause its thunderbolts to rain,5,11,32,2,3,B,"Le ciel fera ƒes tonnerres pleuuoir,",The Sky will cause its thunderbolts to rain,
11003204,"Fire, water and blood, all mixed together,",5,11,32,3,4,C,"Feu, eau & ƒang, le tout meƒlé enƒemble,","Fire, water and blood, all mixed together,",
11003205,"Sun's heaven, shaking and trembling from it,",5,11,32,3,5,C,"Le Ciel de ƒol, en fremit & en tremble,","Sun's heaven, shaking and trembling from it,",
11003206,That which can be seen clearly no living person has e'er seen.,5,11,32,2,6,B,Viuant n'a veu ce qu'il pourra bien voir.,That which can be seen clearly no living person has e'er seen.,
12003201,#VALUE!,6,12,32,1,1,A,,,
12003202,#VALUE!,6,12,32,1,2,B,,,
12003203,#VALUE!,6,12,32,2,3,A,,,
12003204,#VALUE!,6,12,32,2,4,B,,,
1003201,The great Empire will soon be exchanged,7,1,32,1,1,A,Le grand empire sera tost translaté,The great Empire will soon be exchanged,
1003202,"for a small place, which soon will begin to grow.",7,1,32,1,2,B,"En lieu petit, qui bien tost viendra croistre","for a small place, which soon will begin to grow.",
1003203,A small place of tiny area,7,1,32,2,3,A,"Lieu bien infime, d'exigué comté.",A small place of tiny area,
1003204,in the middle of which he will come to lay down his scepter.,7,1,32,2,4,B,Ou au milieu viemdra poser son Sceptre.,in the middle of which he will come to lay down his scepter.,
2003201,"Milk, frog's blood prepared in Dalmatia.",8,2,32,1,1,A,"Laict, sang, grenoüilles escondre en Dalmatie","Milk, frog's blood prepared in Dalmatia.",
2003202,"Conflict given, plague near Treglia:",8,2,32,1,2,B,"Conflit donné, peste preste, de baleine","Conflict given, plague near Treglia:",
2003203,"A great cry will sound through all Slavonia,",8,2,32,2,3,A,"Cry sera grand par toute Esclauonie,","A great cry will sound through all Slavonia,",
2003204,Then a monster will be born near and within Ravenna.,8,2,32,2,4,B,Lors naistra monstre pres & dedans,Then a monster will be born near and within Ravenna.,
3003201,The great tomb of the people of Aquitaine,9,3,32,1,1,A,Le grand sepulchre du peuple Aquitanique,The great tomb of the people of Aquitaine,
3003202,"Will approach near to Tuscany,",9,3,32,1,2,B,S'approchera aupres de la Toscane :,"Will approach near to Tuscany,",
3003203,When Mars will be in the corner of Germany,9,3,32,2,3,A,"Quand Mars sera pres du coing Germanique,",When Mars will be in the corner of Germany,
3003204,And in the land of the Mantuan people.,9,3,32,2,4,B,Et au terroir de la gent Mantuane.,And in the land of the Mantuan people.,
4003201,"In the places and times of flesh giving way to fish,",10,4,32,1,1,A,"Es lieux & temps chair au poisson dorna lieu,","In the places and times of flesh giving way to fish,",
4003202,The communal law will be made in opposition:,10,4,32,1,2,B,La loy commune sera faite au contraire,The communal law will be made in opposition:,
4003203,"It will hold strongly the old ones, then removed from the midst,",10,4,32,2,3,A,"Vieux tiendra fort, puis osté du milieu,","It will hold strongly the old ones, then removed from the midst,",
4003204,Loving of Everything in Common put far behind.,10,4,32,2,4,B,Le Panta choina philon mis fort arriere.,Loving of Everything in Common put far behind.,
5003201,"Where all is good, the Sun all beneficial and the Moon",11,5,32,1,1,A,"Where all is good, the Sun all beneficial and the Moon",,
5003202,"Is abundant, its ruin approaches:",11,5,32,1,2,B,"Is abundant, its ruin approaches:",,
5003203,From the sky it advances to change your fortune.,11,5,32,2,3,A,From the sky it advances to change your fortune.,,
5003204,In the same state as the seventh rock.,11,5,32,2,4,B,In the same state as the seventh rock.,,
6003201,"Beaten to death by rods for treason,",12,6,32,1,1,A,"Par trahisons de verges à mort battu,","Beaten to death by rods for treason,",
6003202,Captured he will be overcome through his disorder:,12,6,32,1,2,B,Puis surmonté sera par son desordre :,Captured he will be overcome through his disorder:,
6003203,"Frivolous counsel held out to the great captive,",12,6,32,2,3,A,"Conseil friuole au grand captif sentu,","Frivolous counsel held out to the great captive,",
6003204,When Berich will come to bite his nose in fury.,12,6,32,2,4,B,Naz par fureur quand Begich viendra mordre.,When Berich will come to bite his nose in fury.,
7003301,"The kingdom stripped of its forces by fraud,",1,7,33,1,1,A,"Par fraude, regne, forces expolier,","The kingdom stripped of its forces by fraud,",
7003302,"the fleet blockaded, passages for the spy;",1,7,33,1,2,B,"La classe obsesse, passages à l'espie :","the fleet blockaded, passages for the spy;",
7003303,two false friends will come to rally,1,7,33,2,3,A,"Deux faincts amis se viendront t'allier,",two false friends will come to rally,
7003304,to awaken hatred for a long time dormant.,1,7,33,2,4,B,Esueiller haine de long temps assoupie.,to awaken hatred for a long time dormant.,
8003301,The great one who will be born of Verona and Vincenza,2,8,33,1,1,A,"Le grand naistra de Veronne & Vincence,",The great one who will be born of Verona and Vincenza,
8003302,who carries a very unworthy surname;,2,8,33,1,2,B,Qui portera vn surnom bien indigne.,who carries a very unworthy surname;,
8003303,"he who at Venice will wish to take vengeance,",2,8,33,2,3,A,Qui à Venise vouldra faire vengeance.,"he who at Venice will wish to take vengeance,",
8003304,himself taken by a man of the watch and sign.,2,8,33,2,4,B,Luy mesme prins homme du guet & signe.,himself taken by a man of the watch and sign.,
9003301,"Hercules King of Rome and of ""Annemark,""",3,9,33,1,1,A,"Hercules Roy de Rome & d'Annemarc,","Hercules King of Rome and of ""Annemark,""",
9003302,"With the surname of the chief of triple Gaul,",3,9,33,1,2,B,"De Gaule trois Guion surnommé,","With the surname of the chief of triple Gaul,",
9003303,"Italy and the one of St. Mark to tremble,",3,9,33,2,3,A,"Trembler l'Itale & l'vnde de sainct Marc,","Italy and the one of St. Mark to tremble,",
9003304,First monarch renowned above all.,3,9,33,2,4,B,Premier sur tous Monarque renommé.,First monarch renowned above all.,
10003301,The cruel faction in the long robe,4,10,33,1,1,A,La faction cruelle à robbe longue,The cruel faction in the long robe,
10003302,Will come to hide under the sharp daggers:,4,10,33,1,2,B,Viendra cacher souz les pointus poignards,Will come to hide under the sharp daggers:,
10003303,"The Duke to seize Florence and the diphthong place,",4,10,33,2,3,A,"Saisir Florence le duc & lieu diphlongue,","The Duke to seize Florence and the diphthong place,",
10003304,Its discovery by immature ones and sycophants.,4,10,33,2,4,B,Sa descouuerte par immeurs & flangnards.,Its discovery by immature ones and sycophants.,
11003301,"Very soon after there will be very great misery,",5,11,33,1,1,A,"Bien peu apres ƒera tres grand miƒere,","Very soon after there will be very great misery,",
11003302,"From the scarcity of grain, which will be on the land",5,11,33,1,2,A,"Du peu de bled, qui ƒera ƒur la terre,","From the scarcity of grain, which will be on the land",
11003303,"Of Dauphiny, Provence and Vivarais,",5,11,33,2,3,B,"Du Dauphiné, Prouence & Viuarais,","Of Dauphiny, Provence and Vivarais,",
11003304,"To Vivarais it is a poor prediction,",5,11,33,3,4,C,"Au Viuarais eƒt vn pauure preƒage,","To Vivarais it is a poor prediction,",
11003305,"Father will eat his own son,",5,11,33,3,5,C,"Pere du fils ƒera au tropophage,","Father will eat his own son,",
11003306,And from the woods they will eat root and acorn.,5,11,33,2,6,B,Et mangeront racine & gland du bois.,And from the woods they will eat root and acorn.,
12003301,#VALUE!,6,12,33,1,1,A,,,
12003302,#VALUE!,6,12,33,1,2,B,,,
12003303,#VALUE!,6,12,33,2,3,A,,,
12003304,#VALUE!,6,12,33,2,4,B,,,
1003301,Near a great bridge near a spacious plain,7,1,33,1,1,A,"Pres d'vn grand pont de plaine spacieuse,",Near a great bridge near a spacious plain,
1003302,the great lion with the Imperial forces,7,1,33,1,2,B,Le grand lyon par forces Cesarees,the great lion with the Imperial forces,
1003303,will cause a falling outside the austere city.,7,1,33,2,3,A,Fera abbatre hors cité rigoureuse,will cause a falling outside the austere city.,
1003304,Through fear the gates will be unlocked for him.,7,1,33,2,4,B,par effroy porte luy seront resserrees.,Through fear the gates will be unlocked for him.,
2003301,Through the torrent which descends from Verona,8,2,33,1,1,A,"Par le torrent qui descend de Veronne,",Through the torrent which descends from Verona,
2003302,"Its entry will then be guided to the Po,",8,2,33,1,2,B,"Par lors qu'au Pol guindera son entree,","Its entry will then be guided to the Po,",
2003303,"A great wreck, and no less in the Garonne,",8,2,33,2,3,A,"Vn grand naufrage, & non moins en Garonne","A great wreck, and no less in the Garonne,",
2003304,When those of Genoa march against their country.,8,2,33,2,4,B,"Quand ceux de Gennes marcheront leur contree,",When those of Genoa march against their country.,
3003301,"In the city where the wolf will enter,",9,3,33,1,1,A,"En la cité où le loup entrera,","In the city where the wolf will enter,",
3003302,Very near there will the enemies be:,9,3,33,1,2,B,Bien pres de là les ennemis seront :,Very near there will the enemies be:,
3003303,Foreign army will spoil a great country.,9,3,33,2,3,A,"Copie estrange grand pays gastera,",Foreign army will spoil a great country.,
3003304,The friends will pass at the wall and Alps.,9,3,33,2,4,B,Aux monts & Alpes les amis passeront.,The friends will pass at the wall and Alps.,
4003301,Jupiter joined more to Venus than to the Moon,10,4,33,1,1,A,"Iupiter ioint plus Venus qu'a la Lune,",Jupiter joined more to Venus than to the Moon,
4003302,Appearing with white fullness:,10,4,33,1,2,B,Apparoissant de plenitude blanche :,Appearing with white fullness:,
4003303,Venus hidden under the whiteness of Neptune,10,4,33,2,3,A,"Venus cachee sous la blancheur Neptune,",Venus hidden under the whiteness of Neptune,
4003304,Struck by Mars through the white stew.,10,4,33,2,4,B,De Mars frappee par la grande branche.,Struck by Mars through the white stew.,
5003301,Of the principal ones of the city in rebellion,11,5,33,1,1,A,Des principaux de cité rebelée,Of the principal ones of the city in rebellion,
